date,MMM,AXP,T,BA,CAT,CVX,CSCO,KO,DD,XOM,GE,GS,HD,INTC,IBM,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UTX,UNH,VZ,V,WMT,DIS
2016-05-27,162.9482,63.613,36.2401,123.7315,68.2672,96.13600000000001,27.2397,42.2851,65.4982,84.4543,28.48,156.4468,128.8966,30.2422,144.562,108.7151,62.6877,117.4375,53.5498,50.519,54.9357,32.3992,77.1603,109.6901,97.2336,130.2809,46.7225,78.7972,67.6569,97.29299999999999
2016-05-26,162.9675,63.3315,36.1007,123.8176,68.3811,95.646,27.2209,42.2001,65.2934,84.2572,28.3854,155.4566,129.0024,30.1656,144.1837,108.5613,62.3045,117.9521,53.4645,50.1038,54.5936,32.2306,76.9613,109.1329,96.8959,129.2892,46.2979,78.1444,67.7525,96.8273
2016-05-25,164.0095,63.4091,35.8962,123.3868,68.8459,95.9005,27.2397,41.9074,66.5318,84.6888,28.4516,157.488,128.1844,30.0698,143.4743,108.994,62.7739,117.447,53.6352,50.3259,54.7402,32.1558,77.2077,109.0753,96.809,129.717,46.0118,78.2037,67.3987,96.8759
2016-05-24,162.6973,62.9819,35.7846,122.0845,67.4419,94.4116,26.8159,41.8979,66.2296,84.1353,28.2247,153.9134,128.3384,29.7537,140.2774,108.3593,61.835,118.1045,52.7155,49.8141,55.3268,31.9217,76.7244,108.9792,96.4134,128.91,45.7625,78.5202,67.1692,96.5363
2016-05-23,160.266,61.7392,35.6173,122.1611,66.7873,93.6483,26.3167,41.5202,65.3324,84.0696,27.8843,151.8233,126.4715,28.9586,138.8208,107.8497,60.8003,117.0183,52.0708,48.3078,54.7402,31.5192,75.9948,107.0098,95.4387,126.8002,45.3564,76.3737,66.4615,96.2162
2016-05-20,159.2047,62.0596,35.7382,121.9792,66.2845,94.0347,26.3449,41.5013,64.1136,84.2009,27.9505,150.9053,126.8853,28.881999999999998,139.2748,108.3112,60.8482,116.7801,52.2509,48.8775,55.2193,31.5847,75.8242,107.4902,95.6317,127.3058,45.8364,76.8288,66.8058,96.7982
2016-05-19,159.3012,60.9139,35.7289,122.6399,65.8671,94.0912,25.9682,41.8507,62.8069,84.5481,27.7614,151.0908,126.7698,28.3838,137.0804,107.7439,60.7332,119.3813,51.7484,48.5879,55.7668,31.2477,75.9853,105.7706,95.0624,126.3919,45.8087,76.0473,66.1746,95.4692
2016-05-18,160.951,61.6712,35.7382,125.4263,66.9675,94.2891,25.1675,42.0018,62.3974,83.835,27.9978,156.2086,126.8083,28.7287,139.3599,108.4504,61.356,120.2579,51.8337,49.06100000000001,54.8673,31.0511,75.6631,106.9234,95.8151,126.8877,46.5102,76.5914,60.3891,96.0416
2016-05-17,160.8352,60.9333,36.3516,126.9296,67.4039,94.9393,25.1016,42.2567,62.9239,84.0039,28.0923,151.042,127.0296,28.7191,139.9842,108.6796,59.0757,121.6681,51.5019,48.7713,55.8254,30.9201,76.3928,106.07799999999999,95.9212,125.9641,46.9809,75.9583,62.2539,96.9535
2016-05-16,162.5028,62.2052,36.5096,128.4425,67.0719,95.3822,25.403000000000002,43.0783,62.7387,84.0414,28.3287,151.755,130.2439,29.1119,141.3651,109.262,59.0757,123.5262,51.8148,49.6983,55.8645,31.2477,77.3498,107.8264,97.6084,127.0141,47.2855,76.9574,63.1337,97.3609
2016-05-13,161.32399999999998,62.2538,36.3888,126.5083,66.4742,93.9369,24.9886,42.8233,61.3442,83.1876,28.0261,151.7159,128.1171,28.6521,139.7193,108.4218,58.635,122.7544,51.0847,48.9791,56.0307,31.0699,76.9708,108.2395,96.1226,125.4196,47.0178,75.9979,62.1009,97.5161
2016-05-12,163.0779,62.4674,36.7606,128.7106,68.0206,95.2237,25.1204,43.2766,62.6801,84.1353,28.4516,154.3822,129.1372,28.5084,140.7787,109.0615,59.1811,123.9835,51.3123,49.3914,56.6956,31.0699,78.0889,108.2107,97.2633,126.1391,47.507,77.0464,63.9274,98.6706
2016-05-11,162.7137,62.7101,36.4167,127.3509,68.7131,94.3099,25.1487,42.9272,62.7094,83.3283,28.688000000000002,155.7007,129.243,28.7958,140.8827,109.1952,59.2194,123.0497,51.4924,48.9503,55.7374,31.0418,77.8425,107.56700000000001,97.3975,127.0627,47.2117,76.4628,63.5066,99.2332
2016-05-10,163.1833,62.9528,36.5375,127.9542,68.789,94.4311,25.4595,43.201,62.6314,83.7318,28.8204,157.6541,132.3322,28.8724,141.8475,109.4816,59.4398,125.3937,51.8432,48.9216,57.8786,31.3601,78.1552,107.8552,97.9344,129.8628,47.5716,78.2037,65.3044,103.4144
2016-05-09,161.5157,62.1178,36.1192,125.4574,67.1478,93.5732,24.9697,42.7194,62.1273,82.4048,28.2436,153.8353,131.11,28.5467,139.3599,108.5746,58.6446,124.66,51.2933,48.0106,57.4093,31.3761,77.8141,106.4526,95.95,128.9878,47.1471,77.2358,65.4528,102.1921
2016-05-06,161.8703,62.6324,36.2401,126.559,69.5954,94.9813,24.9886,42.795,62.2921,82.3489,28.48,155.144,130.5903,28.7766,139.3126,107.6389,59.0182,124.4218,50.8192,48.3175,57.1257,31.1534,77.8236,106.1068,96.9374,128.3753,47.184,76.7421,64.7883,102.3861
2016-05-05,160.7968,62.0596,36.0077,125.4384,69.0546,94.571,24.6872,42.5495,61.7202,81.9117,28.2625,155.8082,129.5991,28.6425,137.2129,107.7726,58.6733,123.1831,51.2838,47.886,56.8911,31.1442,77.0371,106.395,96.1417,128.6378,46.9255,76.3866,63.801,101.7943
2016-05-04,160.2122,62.3897,36.1378,124.3082,70.4302,93.79700000000001,24.9038,42.4739,62.2921,81.8186,28.4327,156.3356,130.0706,28.5946,135.1332,107.1424,58.9895,123.2308,51.9665,47.8189,57.7906,30.9865,77.3214,105.4151,96.506,128.3656,46.9255,76.1003,63.7821,100.572
2016-05-03,160.9885,62.9625,36.1657,125.8278,72.4414,94.4777,25.2994,42.3417,62.8447,81.9768,28.9622,159.3339,129.474,28.8341,135.0208,107.5912,59.938,122.3446,52.2225,47.7326,58.1914,31.2648,76.8476,105.9915,97.9056,128.7836,46.7779,76.2187,63.6017,100.6787
2016-05-02,161.3431,63.7684,36.3423,127.2713,73.8455,96.3333,25.7798,42.4739,64.0467,82.9258,29.2081,162.303,130.9271,29.0715,136.0887,107.6485,61.1164,122.1541,52.431000000000004,48.5284,58.2598,30.4298,76.7244,106.5487,100.053,128.4336,47.3686,77.4728,64.1618,101.2414
2016-04-29,160.423,63.5256,36.0821,128.0216,73.7316,95.2797,25.8928,42.303999999999995,63.8916,82.2466,29.0757,160.2813,128.8485,28.7581,136.7164,107.0088,60.5512,120.5247,51.9949,47.8189,57.6244,30.3463,75.919,105.5784,100.053,128.0253,47.0178,76.2681,63.4783,100.1742
2016-04-28,160.0588,63.9237,35.9148,128.0216,73.7601,95.4848,26.3355,42.1434,64.3763,81.9023,29.2175,160.4571,127.7321,29.5464,137.775,107.3907,60.9344,121.8873,52.8482,47.8476,57.2333,30.5319,75.5779,104.8387,99.9188,128.4044,47.0917,76.7026,65.4148,100.9212
2016-04-27,160.7872,64.3024,35.9891,130.187,74.6424,96.8369,26.976,42.1906,65.4038,82.3024,29.2459,163.0257,130.6384,30.1542,140.9601,107.6675,61.423,122.2494,53.3886,48.8449,57.946999999999996,30.6154,75.70100000000001,105.223,101.5101,129.1142,47.7101,77.76899999999999,65.8989,102.1339
2016-04-26,159.2729,64.2732,35.4036,126.54,73.6652,95.3822,26.796999999999997,42.049,65.4814,81.5302,29.2175,161.9709,130.2439,29.8218,139.6579,107.8012,61.2506,121.6872,53.1327,49.3243,58.211000000000006,30.6617,75.3789,105.6457,100.4652,130.5142,46.5563,77.5419,65.785,101.7555
2016-04-25,161.3815,63.7878,35.5151,124.1753,72.8494,94.6549,26.5898,42.218999999999994,63.9498,81.2511,29.0095,161.2384,130.5422,29.8123,139.405,108.3741,60.9344,121.449,53.3033,49.9667,57.8883,30.8102,77.1413,106.0011,100.8486,130.067,46.8517,77.1568,65.9464,101.4451
2016-04-22,161.6498,64.0111,35.385,124.4602,74.3008,95.1211,26.5145,42.0584,63.9498,81.4372,29.0852,162.8597,130.5518,30.0497,139.1146,108.1927,61.2889,119.5814,53.7963,49.6503,58.1034,30.8658,76.7055,106.4815,101.32799999999999,130.4073,46.6579,78.1146,65.2345,100.669
2016-04-21,161.6498,63.7004,35.1898,124.1658,74.6234,94.5523,26.5992,41.2275,63.0967,80.7487,29.2932,161.4631,129.5317,30.3631,139.864,108.4314,60.9344,119.8577,53.6636,53.4858,58.7389,30.838,76.5633,104.5121,101.0691,129.2697,46.1779,79.7734,64.9971,99.8347
2016-04-20,161.9182,63.1276,35.9891,124.0043,74.9175,94.8227,26.7876,41.8979,62.7477,80.758,29.4539,163.0843,130.0995,30.3916,136.8757,108.4409,61.5476,122.4876,53.6446,53.3036,58.2892,30.8287,77.274,111.2464,101.165,130.2128,47.7655,80.1289,65.6996,100.1839
2016-04-19,162.5987,61.7198,36.175,126.0082,75.5282,93.7131,26.684,44.0037,63.6687,80.209,29.4539,158.8554,130.3401,30.0117,134.899,107.5816,60.6661,122.78299999999999,53.9101,54.0707,58.2305,30.5133,78.9133,111.6979,100.6569,126.87799999999999,48.0701,79.7339,66.2312,99.5728
2016-04-18,162.5028,60.7683,35.9241,125.3339,74.4572,92.0347,26.5521,43.6448,62.7187,79.809,29.3688,155.3101,131.6489,30.0592,142.8899,105.9108,59.6601,122.7734,53.5783,54.1378,58.2403,30.2535,78.4869,111.4482,100.7815,124.2627,47.747,80.4251,66.3166,98.4474
2016-04-15,161.7648,60.3314,35.766,124.5361,74.382,90.6639,26.279,43.5315,63.2712,79.0554,29.3405,154.8217,129.9263,29.8788,142.1311,105.1947,59.2769,121.7539,53.2275,53.3611,58.1719,30.1515,77.9847,111.6595,100.2447,123.796,47.3963,79.0724,65.5572,95.6438
2016-04-14,161.1706,60.6906,35.7103,124.2702,74.2692,91.3633,26.6086,43.2766,63.184,79.4833,29.331,157.156,129.3104,30.2017,141.6065,104.8701,59.9667,121.4966,53.5214,53.0831,58.1621,30.2907,77.7099,110.8237,100.3501,124.428,47.4055,79.3192,65.3104,95.6826
2016-04-13,161.5827,60.3508,35.5523,124.5456,74.3444,91.009,26.5898,43.4749,62.8156,78.9251,29.2932,156.1207,128.8003,30.5151,141.6721,104.8988,59.2003,120.9059,53.0568,53.0735,58.2501,30.1886,77.5019,111.4001,100.28299999999999,124.2141,47.3409,78.707,65.6426,96.5072
2016-04-12,161.046,58.9139,35.9426,122.9596,71.4977,90.925,26.0341,44.0509,62.3406,78.4785,29.1324,150.7099,129.32,30.2587,140.1732,104.641,56.7955,121.5919,52.468999999999994,52.4023,57.2431,29.6505,77.8497,110.6604,98.8163,123.2807,47.9501,77.532,65.3104,94.4409
2016-04-11,159.6659,58.0595,35.6824,121.4781,70.1166,88.8083,26.0152,43.8526,61.284,77.5202,29.0379,148.6492,128.0016,30.0782,139.8172,104.0395,55.7607,121.5443,52.193999999999996,52.0763,56.6271,29.5856,77.7557,110.2665,97.9152,122.8238,47.6362,76.8408,63.9814,93.3931
2016-04-08,159.7042,57.7682,35.7846,121.4496,69.8535,89.8247,26.0812,44.2586,61.2646,77.4179,29.1135,146.774,128.5886,30.0402,139.9109,104.1636,55.32,121.9254,52.4879,52.1817,58.0936,30.1515,78.1974,110.6988,97.1291,122.1918,48.1624,77.0482,64.6079,93.5386
2016-04-07,160.2122,57.1469,35.8683,120.6138,69.6844,88.3887,25.9964,43.777,60.8865,76.6363,28.9622,146.9009,128.8292,29.9643,138.8804,104.3259,54.9176,122.0969,52.5448,52.2201,58.95399999999999,30.3927,78.235,109.9975,96.7169,123.3488,47.9962,76.6038,64.7598,93.2864
2016-04-06,159.8767,58.1372,35.9148,121.4971,70.6709,88.4353,26.3732,44.1075,61.5554,77.5109,29.2175,151.5694,130.3401,30.4676,140.5385,104.4691,56.3452,121.5061,52.7439,52.8529,58.9638,30.5504,78.7707,111.3713,96.2184,124.4766,49.3992,77.2259,65.5382,94.56700000000001
2016-04-05,158.9183,58.1566,35.9798,120.6423,70.6897,86.4119,25.9776,43.9376,61.2355,76.4875,29.2932,151.7257,129.5125,30.2967,140.5198,104.0204,55.913999999999994,121.3727,51.426,52.316,58.3381,29.0939,78.1598,111.5634,95.7295,123.514,49.4038,76.0015,65.1585,94.1013
2016-04-04,159.4838,58.5721,36.1359,119.98700000000001,71.1406,87.1206,26.505,44.2775,61.8462,77.3713,29.5296,154.0892,129.7723,30.3916,142.459,103.6767,56.7188,121.5538,51.5777,53.1502,58.6314,28.5001,78.2068,112.9372,96.1226,125.896,49.7052,76.8507,65.5952,95.7311
2016-04-01,160.5668,59.0359,35.8513,120.5758,72.1459,87.8945,26.7782,44.2209,61.9529,77.1853,30.1915,156.0914,129.7723,30.819000000000003,142.8805,104.2495,56.9392,121.0297,50.9141,53.2844,60.2152,27.8693,78.5076,112.7835,95.835,126.3141,49.3307,76.6137,65.5572,96.1095
2016-03-31,159.7042,59.3257,35.9615,120.5568,71.9111,88.9575,26.5729,43.8054,61.3809,77.7714,30.0591,153.3176,128.4058,30.724,141.8782,103.3043,56.321000000000005,119.7529,50.165,52.9584,60.0979,27.4982,77.3609,112.1206,95.9596,125.3224,49.3946,75.5177,65.0161,96.3423
2016-03-30,159.8192,58.2532,36.1451,122.1144,71.8829,88.8177,26.5635,43.9848,62.2049,78.6367,30.0969,152.8488,128.3962,31.066,139.0303,104.04899999999999,56.787,119.8958,50.458999999999996,52.7858,60.6552,27.8971,77.7087,112.8123,96.1034,126.0808,49.3581,75.8139,65.3104,95.9542
2016-03-29,157.5573,58.5527,36.2185,124.2987,71.4131,88.8829,26.2275,43.8904,61.6911,78.646,29.766,151.4131,127.4819,30.7525,139.8921,104.2018,56.1403,118.1236,50.5538,52.4598,60.1174,27.8785,77.8215,111.8324,95.9788,126.2266,49.3672,74.4315,64.5794,95.2267
2016-03-28,159.3688,58.2436,35.8697,124.6881,70.7648,88.2861,26.0408,43.2482,62.2243,78.3576,29.7754,150.2509,126.1443,30.2967,139.0209,103.333,56.4922,117.3613,50.0892,51.3379,59.9708,27.628,77.6523,111.6787,94.8188,125.3419,48.7736,73.1479,64.6649,95.1587
2016-03-24,157.6244,58.4271,35.6952,125.4764,70.7366,88.4447,26.0968,43.0405,61.9916,78.1343,29.4161,149.4305,125.5476,30.2777,138.5994,103.4093,56.5683,117.4756,50.3167,51.9804,60.2739,27.9064,77.906,110.8525,94.9626,125.021,48.9197,73.2071,64.551,94.3147
2016-03-23,157.4423,58.5817,35.3831,126.1792,69.22399999999999,87.2698,25.9755,42.9272,61.7978,77.9203,29.3783,150.4853,125.3167,30.3916,136.2105,103.5908,57.0058,118.3332,50.3262,51.7502,61.0462,28.0084,77.8403,111.3329,95.0105,126.1877,48.326,72.98,64.0384,93.9364
2016-03-22,158.0557,58.5624,35.4657,128.3255,70.9809,89.0508,26.3955,42.965,61.9722,78.2645,29.3688,150.6025,125.6727,30.6956,138.7399,102.5214,57.2911,117.9806,50.2788,51.8461,63.4513,28.1847,77.7651,111.4962,94.5791,124.4668,48.6,72.042,64.4276,94.664
2016-03-21,157.9886,59.1421,35.7319,129.0283,71.3004,89.9273,26.3115,43.1255,62.5926,77.7993,29.3972,152.6437,126.0769,30.7145,139.2364,102.426,57.5003,117.9711,50.0607,51.6448,63.2753,27.8971,78.3102,111.4674,95.0681,123.2224,48.8101,72.8418,64.5225,95.5177
2016-03-18,158.4582,59.1518,35.4014,127.2238,70.9058,91.0929,26.4422,43.0594,62.8738,78.3389,29.2364,153.9232,126.4041,31.0375,137.7937,102.63600000000001,57.5193,118.2284,49.5393,51.29,61.583999999999996,27.3219,78.1504,111.208,94.95299999999999,123.2029,48.6274,72.8516,63.5542,96.2356
2016-03-17,156.9439,58.0503,35.9156,124.1278,71.3098,90.3469,26.3115,43.2199,62.611999999999995,78.2459,29.2743,149.3426,125.9518,30.3726,137.7469,101.9104,55.873999999999995,117.3518,48.8566,52.4119,61.7697,27.2198,77.7745,111.2752,94.7517,121.0737,48.9836,72.2197,64.0289,96.6236
2016-03-16,156.1197,57.6831,35.5942,121.1552,69.8441,88.9575,26.0222,42.54,61.2258,77.1015,28.5273,147.0279,125.538,30.0972,135.6391,102.5501,56.0357,117.6948,49.2454,52.1146,60.4792,26.9415,76.4492,110.1705,93.4575,121.4334,48.6,71.4594,64.5415,95.4983
2016-03-15,155.6596,57.229,35.3647,120.006,68.059,87.9038,25.8168,42.7194,60.9059,77.055,28.6313,148.4831,124.8259,30.0592,133.9247,102.8842,56.302,117.609,49.7005,51.3859,60.0294,27.4054,76.421,109.4403,92.3072,121.3848,48.1068,71.0052,64.6364,95.3043
2016-03-14,155.0845,57.5575,35.1811,119.98700000000001,68.3315,87.8945,25.8542,42.7667,61.3615,76.6735,28.6218,149.9091,123.9886,29.8503,133.7561,102.7888,56.2259,117.104,50.3262,50.9831,59.4526,27.9249,76.2895,108.3836,92.8248,121.7446,47.9881,70.5905,63.9434,95.8572
2016-03-11,155.1516,57.4513,35.2178,118.363,68.3972,88.1929,26.0035,42.6817,61.8753,76.4689,28.688000000000002,150.3486,123.6229,30.1637,133.3627,102.8365,56.4351,115.8177,50.44,50.8873,58.7389,28.296,76.8346,109.1713,92.7482,121.6279,47.9789,70.7287,63.7631,95.0132
2016-03-10,153.2444,56.7652,35.1719,116.758,67.0443,87.5961,25.5555,42.3795,60.2564,76.4596,28.3098,147.4967,121.1497,29.6793,131.3298,102.2923,55.7409,114.3217,49.8521,49.9092,57.5657,27.4518,77.3327,107.1443,92.2017,118.7014,47.7871,69.3364,63.9909,94.1401
2016-03-09,153.436,57.0551,34.8689,116.682,67.5235,86.5517,25.7702,41.986000000000004,61.5069,76.6642,28.4138,146.4126,121.2844,29.3137,131.5359,102.0059,56.2259,113.9978,49.213,50.6667,57.028,27.5909,77.9718,106.9522,92.6044,117.7389,47.8054,69.7907,64.1048,94.7416
2016-03-08,153.5415,57.4223,34.9699,116.1976,67.3919,82.7473,25.2475,41.5269,61.5845,76.8782,28.4233,148.0632,121.9484,29.024,130.2806,101.4139,55.9025,112.8353,49.2976,49.5257,58.4749,27.2384,78.0658,106.4911,92.8919,117.7972,47.915,69.7314,64.1143,94.8968
2016-03-07,153.8961,57.0068,35.0067,116.72,70.2481,84.5469,25.3315,41.2364,62.7284,78.5809,28.6407,151.7257,120.7551,29.3849,131.2923,101.9104,57.0058,111.6252,49.4762,48.9312,57.9274,27.6373,78.1034,105.4823,92.9111,117.89399999999999,47.6867,71.0348,63.9729,96.4199
2016-03-04,153.4169,56.3208,34.823,114.98200000000001,68.4348,81.992,25.0141,41.3301,61.2452,76.5619,28.8015,153.1809,120.1713,29.0905,129.0909,101.6812,57.1104,111.6538,48.9498,49.89,59.8926,27.5631,78.47,105.4728,92.9878,117.9328,47.3213,72.9701,62.927,95.5371
2016-03-03,152.7555,56.1275,34.8781,113.5954,67.4107,81.619,25.0795,41.1896,60.0141,76.6642,28.5746,151.7061,121.3581,29.043000000000003,129.0909,101.8245,57.0248,111.1869,48.9686,50.1969,60.0979,27.7301,77.8591,104.8996,92.1346,117.9521,47.3944,72.98,62.3239,95.8669
2016-03-02,152.7843,55.1903,34.6027,113.6334,65.1841,81.2553,25.1075,41.0115,60.2468,76.9434,28.5367,150.6025,120.2,29.005,127.6857,102.1968,56.8346,112.8925,49.1284,50.7722,60.6747,27.8136,77.5865,105.2817,91.5786,117.4196,47.6044,73.3651,62.3899,94.1013
2016-03-01,152.9568,54.8811,34.3273,113.9278,64.9116,80.3135,25.0421,40.9366,61.0126,75.6222,28.2531,151.042,120.3053,28.8436,125.8776,102.3687,56.302,113.245,48.6397,50.4174,61.3573,27.8693,76.3459,105.2148,91.1185,117.8069,47.0016,73.7008,62.6254,94.7319
2016-02-29,150.3499,53.7023,33.9233,112.2373,63.6057,77.8052,24.4355,40.4119,59.0059,74.5709,27.5534,146.0415,118.7931,28.1028,122.7487,100.4496,53.5439,111.6633,47.1922,48.7873,60.0603,27.526,75.4624,102.7213,92.6235,115.3185,46.3349,71.4791,62.5124,92.6655
2016-02-26,151.6917,53.5091,34.0886,112.2183,62.8259,78.6537,24.6501,40.4212,59.6264,76.0595,27.7992,146.1098,120.8413,28.3022,123.6855,100.9938,54.7232,111.5394,47.5964,49.1901,61.0452,28.0455,76.2237,103.6194,93.6493,117.4777,46.5998,71.8149,62.6726,92.4618
2016-02-25,152.3818,53.5188,34.3089,110.9457,62.4501,79.5396,24.8275,41.3769,58.5697,76.3014,27.6385,144.165,121.4155,28.1313,125.9994,101.5667,54.2192,111.9396,47.9348,49.9572,60.8307,28.3795,77.3891,104.3932,94.0136,117.3518,46.681999999999995,72.3481,64.1143,92.7917
2016-02-24,150.6853,52.7941,34.061,109.7776,61.8957,79.5116,24.5661,41.1427,57.2126,75.8455,27.1657,141.5491,120.2191,27.7229,124.4069,100.2109,53.3918,110.7008,47.5212,49.2476,58.8999,27.8507,76.656,103.6385,89.738,116.3836,46.4171,70.9459,63.2474,92.5782
2016-02-23,149.679,53.2482,33.7305,111.0217,61.8018,79.1759,24.3795,40.9366,57.0284,75.5757,27.4096,140.917,119.1855,27.3525,124.0321,99.3707,53.3728,110.5495,47.5024,49.075,58.7146,27.795,76.891,103.0939,87.8112,117.3034,46.2435,71.2422,62.6443,92.5297
2016-02-22,151.1454,53.7506,33.8407,111.4871,63.2393,82.8219,24.8555,41.1708,58.3855,76.6549,27.5878,144.6901,117.5776,27.8748,125.3156,100.0104,55.7028,111.2776,47.7186,50.4845,58.6756,27.8785,77.1917,104.4696,88.5493,117.4196,46.6454,72.1407,61.8433,93.4901
2016-02-19,149.9473,52.8617,33.5744,109.3692,61.4636,80.6585,24.7808,41.0115,58.1335,76.7573,27.221999999999998,142.8619,116.4674,27.267,124.6692,99.4471,54.9895,110.1996,47.1076,49.6887,57.836999999999996,27.359,76.8722,103.2659,84.5806,113.9436,46.4536,70.63,60.9293,92.1708
2016-02-18,150.2636,52.3206,33.96,111.65799999999999,62.1212,80.873,24.6688,40.8616,58.1335,76.7108,27.2783,143.6593,114.8212,27.9413,124.079,98.8074,54.98,110.8048,47.2956,50.0435,57.1446,27.4147,77.0508,103.992,84.7052,113.7209,46.5267,70.3436,60.4205,92.32600000000001
2016-02-17,150.1103,51.7989,33.6387,110.4899,63.1923,82.3463,24.6968,40.7492,58.7442,76.2921,27.5221,146.7808,116.008,27.9888,118.1303,97.1581,55.893,112.1949,47.5588,50.263999999999996,56.7253,27.4889,77.4925,104.3072,84.4751,114.5439,45.9604,71.1237,62.2956,92.6461
2016-02-16,149.0656,51.3834,33.6479,106.9379,61.2663,79.0827,24.1181,40.6274,57.0575,75.5664,27.0719,144.9137,114.3044,27.3335,114.9827,96.9875,55.4936,112.7056,46.7881,48.9887,56.3547,27.6559,76.5714,102.57799999999999,82.2894,111.4939,45.8873,70.0671,62.0978,90.1335
2016-02-12,147.5608,50.881,33.4826,103.1676,59.3308,78.6631,23.4368,40.3931,56.6116,75.3896,26.5091,142.1034,111.3279,27.2005,113.3901,96.5136,54.6757,111.5235,46.0832,48.0778,55.0187,27.2384,76.1203,102.6927,81.7851,108.2696,45.7686,69.39699999999999,62.3616,88.4261
2016-02-11,144.4076,49.3833,33.2439,102.9871,57.6961,76.4163,23.0354,39.7372,54.8861,74.0592,25.7492,136.8133,108.4087,26.8016,110.4017,96.3998,50.4721,110.3887,45.913999999999994,47.3066,54.6092,27.025,75.0958,99.1387,80.5576,107.1077,45.111000000000004,67.4753,61.5512,87.6112
2016-02-10,146.1136,50.5235,33.4459,110.5089,58.3819,76.4624,21.01,39.8684,56.1366,73.8266,26.5466,143.1731,109.4233,26.8111,112.5938,96.4282,52.8021,111.1547,46.5531,47.3256,55.9841,27.359,76.7124,101.0016,82.7461,109.1604,45.6499,69.1309,61.9941,86.1949
2016-02-09,147.2446,50.852,33.6479,111.8669,60.0637,76.3519,21.1407,40.5711,56.9024,74.5057,26.5278,144.165,108.9734,27.362,116.2286,96.6557,53.4488,110.6535,46.2053,46.9163,54.2971,26.9972,77.6711,101.1927,83.0126,107.6306,45.8051,67.3374,62.0129,89.5612
2016-02-08,146.4453,50.6298,34.0702,112.4221,60.6744,79.1787,21.401999999999997,39.9621,56.0067,74.8313,26.4246,145.1374,107.0497,27.3715,118.9547,96.6842,53.7722,109.7456,45.8952,47.04,53.673,26.4962,77.6523,100.887,82.5748,106.5268,46.343999999999994,66.7855,63.0401,89.3671
2016-02-05,146.0361,52.1564,33.859,115.3298,62.1212,76.315,21.3647,39.7653,56.7194,73.8356,26.7717,152.1584,111.4331,27.5804,119.2264,95.3003,54.923,109.131,46.4121,47.7541,55.7501,26.9322,76.3177,101.5462,83.5835,108.1728,46.5541,70.5007,63.1343,91.094
2016-02-04,146.0076,52.5429,33.5377,116.3179,61.9709,78.0737,21.9714,39.8497,56.9217,73.6051,27.3721,152.1779,115.9123,28.2737,118.3733,98.4852,55.5411,114.1052,45.6696,49.5058,58.6756,26.9044,75.8477,102.6927,83.8499,110.5741,46.0609,72.6097,62.5877,92.5782
2016-02-03,145.1321,52.282,33.7122,114.6805,59.4436,77.9172,21.5607,40.0277,56.5942,72.3603,26.8937,148.4729,118.4773,27.8653,115.6562,98.7126,54.5996,114.8712,47.0419,49.6581,60.938,27.526,76.2237,102.1194,81.7946,109.1701,46.2344,73.2995,62.4464,92.2969
2016-02-02,140.7074,51.8472,33.1062,110.5872,57.0008,74.8049,21.3087,39.7653,54.1093,68.7737,26.4903,147.5199,119.8937,28.0553,114.0055,98.0207,54.2382,117.2165,47.3802,50.4578,60.9965,27.6837,75.3966,101.2978,81.2807,110.2642,45.5859,72.3337,63.0024,90.3373
2016-02-01,141.5257,52.8521,33.2164,114.3888,58.9081,78.5341,21.9154,40.29,51.3354,70.3411,26.8655,155.2508,121.0805,29.0156,115.7582,98.9307,55.9786,117.8406,47.6998,52.0858,61.5913,27.7112,76.2425,102.2341,83.31700000000001,112.2104,46.3623,73.2995,63.6054,92.3066
2016-01-29,143.6857,51.6926,33.1062,113.0432,58.4759,79.6207,22.2047,40.2151,50.8153,71.7794,27.296999999999997,157.1082,120.3627,29.2038,115.7211,98.99700000000001,56.5873,117.0557,47.6246,52.4476,60.4699,28.0052,76.7782,102.2627,83.4407,111.5036,45.6407,73.4079,62.5312,92.9566
2016-01-28,140.184,51.0935,32.6196,111.0483,57.386,79.1142,21.5654,39.8871,50.093,70.9865,26.4622,152.7322,117.0321,28.2153,113.3379,96.9401,54.476000000000006,115.7318,46.2429,49.5582,59.68,27.7388,75.0206,99.8074,82.2608,107.8436,44.7639,68.3228,60.5147,90.735
2016-01-27,138.4997,52.6781,32.5737,109.7026,54.7929,76.6926,21.8687,39.4374,49.5633,69.4191,26.2652,149.4842,116.3525,28.0647,112.1694,96.8358,54.2477,114.3038,47.3426,48.7632,58.1003,28.0327,74.062,98.6992,81.6518,108.7635,44.7822,69.8799,60.2603,91.5014
2016-01-26,137.767,53.2289,32.5003,120.4583,55.5821,77.4568,22.1394,39.428000000000004,51.4895,70.7191,26.555999999999997,150.1941,116.9555,28.1871,113.681,95.9069,54.2858,113.8877,48.3577,49.6677,59.5923,28.1705,74.0714,98.6419,81.4996,110.3417,44.0697,70.8358,60.3074,93.3931
2016-01-25,130.9063,53.1613,32.133,116.6943,54.4077,74.4827,21.625999999999998,39.503,51.0369,68.2112,26.3027,146.9559,116.4865,27.866999999999997,113.208,91.376,52.9353,112.7245,47.8596,49.3059,59.1924,28.0144,72.2292,97.5241,80.7859,109.7801,42.9554,70.6978,59.7891,92.4424
